abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
non-agentive-physical-object;['ҷӯроб', 'ҷуроб', 'носки'];Ҷӯроб, ҷураб — як навъ пойпуши маъмулан пашмин -и халқҳои Осиёи Миёнаро гӯянд, ки барои пойҳо ва нигоҳ доштани онҳо аз сардӣ пӯшида мешавад.
non-agentive-physical-object;['галерея'];Галере́я
non-agentive-physical-object;['қурбоққа', 'курбока'];Қурбоққа - як намуди дубаҳраҳо ки зиндагӣ мекунад дар замин ва дар оби тоза.курбокахо тавалуд мешаванд монанди калакалвезак аз тухм.
non-agentive-physical-object;['курта', 'пироҳан'];Курта - курта ин як намуди сару либос аст.
non-agentive-physical-object;['либоси зер'];Либоси зер — либосҳои зер ин шалвар, курта мебошад.
non-agentive-physical-object;['яхдон', 'хунуккунак', 'яхчол'];Яхдон — дастгоҳе мебошад, ки ҳарорати пастро дар хоначаи гарминогузар нигоҳ медорад.
non-agentive-physical-object;['галстук'];Куравот — матъо, ки ба гардан мебанданд == Пайдоиш == Номи «галстук» аз забони олмонӣ Halstuch, ки мазмунаш «гарданбанд» мебошад.
non-agentive-physical-object;['лӯла'];Лӯла - маҳсулоти силиндрикӣ мебошад, ки дарунаш ковок ва дарозии нисбатан калон дорад.
non-agentive-physical-object;['гавҳар', 'марворид'];Гавҳар, марворид, дур — моддаи оҳакии лундашакл, ки дар ҷавф -и садаф -и баҳр ё дарё пайдо мешавад.
non-agentive-physical-object;['нахи дандон'];Нахи дандон - як нахи чандриштае аз ҷинси нейлон ё гоҳӣ такриштаи аз ҷинси тефлун аст ки барои бардоштани плоки дандонӣ ва хориҷ кардани маводи ғизои боқимонда дар сатуҳи маҷовури дандонҳо ба кор меравад.
non-agentive-physical-object;['лона', 'ошёна'];Лона асосан барои ҳайвонот ва паррандахову хазандаҳо сохта мешавад.
non-agentive-physical-object;['дастгоҳи майкровейв', 'микромавҷӣ', 'тундпаз'];Дастгоҳи майкровейв ё тундпаз, фармавҷпаз, ё дастгоҳи майкровейв — як гунаи дастгоҳе аст, ки аз тариқи тобиши электромақнотесии резмавҷ, бо ба ҷунбиш даровардани об ва дигар молекулҳои қутбида даруни ғизо гармо эҷод мекунад ва сабаб мешавад ки ғизо дар муддати кӯтоҳе пазад.
non-agentive-physical-object;['роҳ'];Роҳ — заминест, ки барои ҳаракати воситаҳои нақлиёт ва одамон сохта шудааст.
non-agentive-physical-object;['қандил', 'лустер'];Қандил чилчироғ, шамъдони калон, чироғи овезон.
non-agentive-physical-object;['либос'];Либос, номи умумии чизҳое, ки инсон мепушад.
non-agentive-physical-object;['пӯшак'];Пӯшак — фаровардае аз лифҳои нарму ҷазбкунандаи намӣ бо як рӯкаши нигаҳдоранда барои ҷазби идрор ва мадфӯъ ки ба кӯдакон ё солмандон мебанданд то касоне, ки қодир ба контроли идрору ва мадфӯъи худ нест аз он истифода кунанд Ин васила аз пахта ё алёф қобили ҷазб аст то сабаби идрорсӯхтагӣ нашавад.
non-agentive-physical-object;['дастпӯшак', 'дасткаш'];Дастпӯшак ин як намуди либос мебошад.
non-agentive-physical-object;['гилем', 'қолин'];Гилем, ашёи рӯзгор, ки асосан ба фарши хона меандозанд ва ба девор меовезанд.
non-agentive-physical-object;['оброҳа', 'канал'];Оброҳа, ё канал
non-agentive-physical-object;['кулоҳ'];Кулоҳ - ин як намуди сару либос, ки ба сар пӯшида мешавад.
non-agentive-physical-object;['скотч'];Скотч навори дорои қабати часпандаест, ки дар ҳаёти ҳаррӯза ва дар истеҳсолот истифода мебаранд, аз ҷиҳати технологӣ аз падидаи физикии пайвастшавӣ истифода мешавад.
non-physical-collection;['экзистенсиализм'];Экзистенсиализм - экзистенсия - лотинӣ, маънояш мавҷудият аст.
non-physical-collection;['фетишизм'];Фетишизм - калимаи португалӣ буда, ба маънии тоату ибодат кардан ба мавҷудоти ғайризинда омадааст.
non-physical-collection;['дода'];Дода — ба таври куллӣ, метавон ҳамаи донистаҳо, огаҳиҳо, доштаҳо, оморҳо, шиносаҳо, пешинаҳо ва пиндоштаҳоро дода ё дата
non-physical-collection;['ҳиндуия', 'индуизм'];Ҳиндуия — яке аз динҳои сернуфузи миллӣ мебошад.
non-physical-collection;['секуляризм', 'секулорисм', 'дунявият'];Секуляризм, дунявият мафҳумест, ки тибқи он ҳукумат ва дигар сарчашмаҳои волоияти қонун бояд аз ҳар як намуди дин ҷудо бошанд.
non-physical-collection;['йога', 'yóga'];Йога - - таълимот ва усули идора кардани асаб-психика ва психофизалогияи одамбарои ба ҳолати олии рӯҳӣ расидан. як навъи системаи фалсафӣ ва динии Ҳинди Қадим
non-physical-collection;['вожагон', 'лексика'];Вожагон - феҳрасти маҷмӯаи вожаҳо, вожаҳои калимаҳои як мавзӯъ ё як китоб. лексика.
non-physical-collection;['қонунгузорӣ'];Қонунгузорӣ - мафҳуми ҳуқуқӣ, ки ҳам ба мазмуни васеъ ва ҳам маҳдуд истифода мешавад.
non-physical-collection;['хатоҳои мантиқӣ'];ХАТОҲОИ МАНТИҚӢ, дар ҷараёни фикр аз рӯи беэҳтиётӣ ва беғаразона вайрон кардани қоидаю қонунҳои мантиқро гӯянд.
non-physical-collection;['ақида'];Ақида - он чизе ки дида мешавад, Афлотун ақидаро нақшаҳои монанди ашёҳо, мавод, молҳо, ки дар майна меғунҷад, номида буд.
non-physical-collection;['ҷабргароӣ', 'детерменизм', 'детерминизм'];Детерменизм - самти омӯзиш оид ба қонуниятҳои объективии алоқамандӣ ва сабабияти ҳамаи ҳолатҳо.
non-physical-collection;['ҷабргароӣ', 'детерменизм', 'детерминизм'];Ҷабргароӣ, детермини́зм
non-physical-collection;['астрология'];АСТРОЛÓГИЯ (аз астро...
non-physical-collection;['ирфон'];Ирфон - аз забони арабӣ маънояш донистан, шинохтан мебошад.
non-physical-collection;['дин', 'имон', 'муъмин', 'мӯъмин'];Дин
non-physical-collection;['дин', 'имон', 'муъмин', 'мӯъмин'];Имон
non-physical-collection;['мафҳум', 'маънидод', 'маъно', 'маънӣ'];1.Мафҳум — фаҳмидашуда, донисташуда мебошад. мафҳум гаштан, яъне фаҳмида шудан аст.
non-physical-collection;['бовар', 'боварӣ', 'эътиқод'];Бовар, ақида, эътиқод — дар илмҳои инсонӣ ва ҷамъиятшиносӣ як шакли дониши системаноки мардум аст, ки мавҷудияти қувваҳо, падидаҳо, махлуқоти фавқуттабиӣ ва таъсири онҳоро ба инсонҳо ифода мекунад.
non-physical-collection;['даосизм'];Файласуфи Чинӣ асосгузори досизм, - Лао-Сзи тақрибан дар асрҳои VI — V то мелод зиндагӣ кардааст.
non-physical-collection;['маздаясно', 'дини зардуштӣ', 'зардуштия'];Маздаясна, Зардуштия ё Дини Зардуштӣ, дини халқҳои қадимаи Эронзамин, ки бо номи асосгузораш Зардушт маъмул аст.
non-physical-collection;['ҳуқуқи байналмилалӣ'];Ҳуқуқи байналмилалӣ - аз низоми меъёрҳо ва принсипҳое иборат аст, ки муносибатҳои байналмилалиро байни Cубъектҳои ҳуқуқи байналмилалӣ танзим менамояд.
non-physical-collection;['ҳуқуқи маъмурӣ'];Ҳуқуқи маъмурӣ — соҳаи мустақили низоми ҳуқуқии ҶТ-ро таипсил намуда, гурӯҳи махсуси муносибатҳои ҷамъиятиро танзим месозад.
non-physical-collection;['ҳуқуқшиносӣ', 'ҳақшиносӣ', 'илми ҳуқуқшиносӣ', 'ҳуқуқшинос'];Ҳуқуқшиносӣ — маҷмӯи донишҳои воқеӣ ва илман асоснокгашгаест, ки тавассути онҳо воқеияти ҳукуқиву давлатӣ дарк ва омӯхта мешавад.
non-physical-collection;['шаккокия'];ШАККОКИЯ
non-physical-collection;['инсондӯстӣ', 'башардӯстӣ', 'гуманизм', 'инсонгароӣ', 'ҳуманизм'];ИНСОНДӮСТӢ, башардӯстӣ, одамият, усули ҷаҳонбинию ахлоқӣ ва эҳсоси гарму самимияти баланди инсонӣ, ки бар пояи некукориву меҳрубонӣ ва ҳамдардӣ бунёд шуда, муносибати хайрхоҳона ба инсонро ҳамчун волотарин арзиш арзёбӣ мекунад, ба ҷону мол, шарафу арзишҳои навъи башар ва ҳуқуқҳои бунёдии инсон эҳтиром гузошта, ҳифзи ин арзишҳо ва саодати инсониятро тарғиб менамояд.
non-physical-collection;['монизм'];МОНИЗМ
non-physical-collection;['позитивизм'];Позитивизм (франс.
non-physical-collection;['додорбоварӣ', 'деизм'];Додорбоварӣ, худоингорӣ, деи́зм
non-physical-collection;['идеал'];Идеа́л
non-physical-collection;['шинто'];Шинто ё Шинтоизм — дини жопун.
non-physical-collection;['ислом', 'дини ислом', 'дини исломӣ', '🕌', 'дини мубини ислом'];Ислом ё дини ислом — яке аз динҳои ҷаҳонӣ аст.
non-physical-collection;['дини яҳудӣ', 'яҳудият', 'яҳудиён', 'яҳудӣ', 'ҷудаизм'];Яҳудият - яке аз динҳои ҷаҳонӣ.
non-physical-collection;['ҳаёти ҳақиқӣ', 'зиндагии ҳақиқӣ'];Зиндагии ҳақиқӣ ибораест ки маъноҳои бисёр дорад.
non-physical-collection;['идрок'];Идрок
non-physical-collection;['дини христианӣ', 'дини насронӣ', 'масеҳият', 'тарсоӣ', 'христианӣ', 'дини масеҳӣ', 'масеҳиён', 'масеҳӣ'];Дини масеҳӣ ё дини насронӣ - яке аз динҳои ҷаҳонӣ аст.
non-physical-collection;['тарбияи ҷисмонӣ'];Тарбияи ҷисмонӣ, тарбияи бадан — ҷараёни иҷтимоию педагогист, ки ба солимии шахс ва инкишофи арганизми ӯ нигаронида шудааст.
non-physical-collection;['вишнуия'];Вишнуия́, вишнуи́зм, ё вайшнави́зм
non-physical-place;['мавзолей', 'мақбара', 'оромгоҳ'];Мавзолей, оромгоҳи боҳашамат.
non-physical-place;['мақбара', 'қабр', 'гӯр', 'макбара', 'мадфан', 'мазор', 'дафнгоҳ', 'марқад', 'оромгоҳ'];Мақбара
non-physical-place;['мақбара', 'қабр', 'гӯр', 'макбара', 'мадфан', 'мазор', 'дафнгоҳ', 'марқад', 'оромгоҳ'];Гӯр, қабр, мадфан, мазор — ҳуфрае дар замин аст, ки мурдагонро дар он ба хок меспоранд.
non-physical-place;['ақраб'];Ақраб — яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Обон дар тақвими Эронӣ аст.
non-physical-place;['сунбула'];Сунбула яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Шаҳривар дар тақвими Эронӣ аст.
non-physical-place;['ҷадӣ'];Ҷадӣ яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Дей дар тақвими Эронӣ аст.
non-physical-place;['ҷавзо'];Ҷавзо — яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Хурдод дар тақвими Эронӣ аст.
non-physical-place;['ҳут'];Ҳут яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Исфанд дар тақвими Эронӣ аст.
organized-collection;['галактика'];Гала́ктика
organized-collection;['дода'];Дода — ба таври куллӣ, метавон ҳамаи донистаҳо, огаҳиҳо, доштаҳо, оморҳо, шиносаҳо, пешинаҳо ва пиндоштаҳоро дода ё дата
organized-collection;['китобхона', 'библиотека'];Китобхона, библиотека
organized-collection;['қонунгузорӣ'];Қонунгузорӣ - мафҳуми ҳуқуқӣ, ки ҳам ба мазмуни васеъ ва ҳам маҳдуд истифода мешавад.
organized-collection;['унвони илмӣ'];Унвони илмӣ — мансуб ба илм. номи расмие, ки барои расидан ба зинае дар фаъолияти таълимию илмӣ дода мешавад: унвонҳои илмии дотсент ва профессор ба омӯзгорони донишгоҳ ва донишкадаҳои таҳсилоти олӣ дар асосӣ меъёрҳои муайяншудаи таҳсилоти олӣ дар кишварҳои ҷаҳон дода мешавад.
organized-collection;['иерархия', 'силсиламаротиб'];Силсиламаротиб, иера́рхия
organized-collection;['ҳуқуқи байналмилалӣ'];Ҳуқуқи байналмилалӣ - аз низоми меъёрҳо ва принсипҳое иборат аст, ки муносибатҳои байналмилалиро байни Cубъектҳои ҳуқуқи байналмилалӣ танзим менамояд.
organized-collection;['ҳуқуқи маъмурӣ'];Ҳуқуқи маъмурӣ — соҳаи мустақили низоми ҳуқуқии ҶТ-ро таипсил намуда, гурӯҳи махсуси муносибатҳои ҷамъиятиро танзим месозад.
organized-collection;['ҳуқуқшиносӣ', 'ҳақшиносӣ', 'илми ҳуқуқшиносӣ', 'ҳуқуқшинос'];Ҳуқуқшиносӣ — маҷмӯи донишҳои воқеӣ ва илман асоснокгашгаест, ки тавассути онҳо воқеияти ҳукуқиву давлатӣ дарк ва омӯхта мешавад.
parameter;['баҳраи ҳӯшӣ', 'iq', 'ҳӯшбаҳр'];Баҳраи ҳӯшӣ, ё ҳушбаҳр, IQ
parameter;['суръат'];Дар физика, суръат ин зудии тағйирёбии мавқеъи ҷисм нисбат ба ҷисмҳои дигар бо мурури вақт мебошад.
parameter;['аллергия', 'аллергиа'];Аллерги́я
parameter;['анафилаксия'];Анафилакси́я
parameter;['иммунитет'];Иммунитет, масуният
parameter;['прайм-тайм'];Прайм-тайм -
parameter;['мод'];Мод
parameter;['басомад'];БАСОМАД – бузургии физикавӣ, тавсифкунандаи раванди даврӣ, ки ба шумораи пурраи сикли дар воҳиди вақт иҷрошуда баробар аст.
parameter;['суръати рӯшноӣ'];Суръати рӯшноӣ бузургии физикӣ буда, одатан бо c ишорат карда мешавад ва дар бисёр ҷабҳаҳои физика муҳим мебошад.
parameter;['ҳертс'];Ҳертс, вохиди басомад аст.
parameter;['медиана'];Медиана - дар геометрия, порчаи хати ростест, ки яке аз қуллаҳои секунҷаро ба миёнаи тарафи муқобил мепайвандад.
phenomenon;['истеъмол'];Истеъмол -, истифодаи маҳсулоти ҷамъиятӣ барои қонеъгардонии талаботи истеҳсолот ва шахсони алоҳида.
phenomenon;['кор', 'мехнат', 'меҳнат'];Кор — фаъолияти мақсаднок ва боақлонаи инсон, ки барои қонеъ намудани талаботи шахс ва ҷамъият равона карда мешавад.
phenomenon;['таҳлили регрессия'];Таҳлили регрессия - дар моделҳои оморӣ, таҳлили регрессия як фароянди оморӣ барои тахмини равобити байни мутағайирҳо мебошад.
phenomenon;['гармо', 'гармӣ'];Гармо, гармӣ, миқдори гармо — миқдори энергияе, ки система ҳангоми гармотабодул медиҳад ё фурӯ мебарад.
phenomenon;['таваррум'];Таваррум - аз назари илмӣ иқтисод ба маънии афзоиш ба равия ва мудуми сатҳи қиматҳо арза ва тақозои куллӣ ҷомеаъ - фузуни тақозо бар арза аст.
phenomenon;['пайдоиши ҳаёт', 'абиогенез'];Пайдоиши ҳаёт, ё абиогенез — назарияи ба вуҷуд омадани мавҷудоти зинда аз моддаҳои табиаташон ғайриорганикӣ.
phenomenon;['ассимилятсия'];АССИМИЛЯТСИЯ, идғом, дар забоншиносӣ, монандшавии яке аз овозҳо ба овоз -и дигар дар ҷараёни нутқ.
phenomenon;['интихоби табиӣ'];Интихоби табиӣ — механизме мебошад, ки дар мубориза барои ҳаёт фардҳои кам мутобиқшударо нест карда, фардҳои мутобиқаташон беҳтарро нигоҳ медорад.
phenomenon;['ҳикак', 'ҳиқақ'];Ҳикак, ҳиқақ, ҳиққак,
phenomenon;['оруғ задан'];Оруғ задан иборат аз берун додани гази мавҷуд дар дастгоҳ гуориш аз роҳ даҳон аст.
phenomenon;['гетеро', 'дигарҷинсгароӣ'];Гетеро, қисми таркибии калимаҳои мураккаб, гуногунчинсӣ,бегонагӣ, дигаргуниро мефаҳмонад.
phenomenon;['ҳамҷинсгароӣ', 'гомосексуализм'];Ҳамҷинсгароӣ - яке аз гироишҳои ҷинсӣ аст, ки вижагии он тамоюли зебоишинохтӣ, ишқу ромонтик ва тамоюли ҷинсӣ фардӣ аст, ки танҳо мутаваҷеҳ ҷинсӣ ҳамгун бо худи ӯ аст.
phenomenon;['ҳангул', 'хангил'];Ҳангул системаи навиштан барои забони кореягӣ аст.
phenomenon;['тӯфон', 'бурон'];Тӯфон бӯрон, туғён, обхез, талотум, гирдбод.
phenomenon;['абр', 'абрҳо'];Абр — маҳсули муаллақи конденсатсияи буғи об дар атмосфера, ки дар осмон аз сатҳи замин мушоҳида мешавад.
phenomenon;['хокбод'];Хокбод — шамоли сахтест, ки миллионҳо тонна чангро ба масофаи якчанд ҳазор км интиқол медиҳад.
phenomenon;['аклиматизасия', 'акклиматизатсия'];Аклиматизасия-чорахо аз тараф инсон барои кучонидани ягон намуд ба шароити тамоман дигар.
phenomenon;['банди кимиёӣ'];Ба́нди кимиёӣ — натиҷаи таъсири ҳамдигарии атомҳо, ки боиси ҳосил шудани низом -ҳои сератома мегардад.
phenomenon;['амалҳои мантиқӣ'];Амалҳои мантиқӣ — амалҳое, ки бо шаклҳои тафаккур, функсияҳои мантиқӣ ва ададҳо гузаронда мешаванд.
phenomenon;['гидроэнергетика'];Гидроэнергетика, соҳаи энергетика, ки бо истифодаи энергияи потенсиалии об асос ёфтааст.
phenomenon;['гамма-нур', 'гамма-квант', 'гамма-партав'];Гамма-нур, гамма-афканишот, партави гоммо — афканишоти электромагнитии кӯтоҳмавҷ.
phenomenon;['биолюминесентсия', 'биолюминесенсия', 'биолюминесценция'];Биолюминесентсия, дар просетция фаолияти хаётии худ нурбарории организмхо.
phenomenon;['антиферромагнетизм'];Антиферромагнетизм — ҳолати муназзами магнитии моддаҳои кристаллӣ, ки дар он моменти магнитии ҳама ё қисми атомҳо дар гиреҳҳои панҷараи кристаллӣ тавре самтнок шудаанд, ки магнитнокии умумии модда баробари сифр аст.
phenomenon;['адсорбсия'];Адсорбсия
phenomenon;['барф'];БарФ (паҳл.
phenomenon;['жола'];Жола - қатраҳои бороне, ки аз таъсири ҳавои сард ба ях мубаддал мегарданд, меноманд.
phenomenon;['апомиксис'];Апомиксис
phenomenon;['вулканизатсия'];Вулканизатсия — раванди технологии ба резин мубаддал шудани каучуки табиӣ ё сунъӣ.
phenomenon;['биосинтез'];Биоси́нтез — ҷараёни аз моддаҳои сода ҳосил шудани моддаҳои мураккаби органикии барои организм зарур.
phenomenon;['дуҷинсгароӣ'];Дуҷинсгароӣ - яке аз гироишҳои ҷинсӣ дар бархе аз мавҷудоти зинда аст ки фард дар он ба ҳар ду ҷинс мода ва нар гироиши ҷинсӣ дорад.
phenomenon;['заминларза', 'заминларзӣ', 'заминҷунбӣ', 'зилзила'];Заминларза барои тамоми территорияи Тоҷикистон маъмул мебошад, ки то қувваи 9 бал мешавад.
phenomenon;['хазонрез'];Хазонрез — тирамоҳ баргҳо тадриҷан зард, норинҷӣ ва сурхтоб мегарданд.
phenomenon;['кариеси дандон', 'пӯсидагии дандон'];Пӯсиш́и дандо́н, ка́риес
phenomenon;['аэрофагия'];Аэрофагия
phenomenon;['фотосинтез'];Фотосинтез
phenomenon;['анаболизм'];Анаболи́зм
phenomenon;['афзоиш', 'зодоварӣ'];Зодоварӣ — қобилияти насл дода тавонистани ҳайвонот ва наботот.
phenomenon;['параллакс'];Параллакс — тағйирёбии дидашавандаи мавқеъи ҷисм нисбати манзари дуршуда вобаста аз мавқеъи мушоҳидакунанда мебошад.
phenomenon;['тобиши гармоӣ', 'гармиафканӣ'];Гармиафканӣ — шуоъафкании ҳароратӣ, шуоъафкании электромагнитӣ, ки модда аз ҳисоби энергияи дохилии худ хориҷ мекунад.
phenomenon;['тухмакгузорӣ'];Тухмакгузорӣ амале аст, ки дар тайи як давраи он як ё чанд тухмак ё авум озод мешаванд.
phenomenon;['боришот'];Боришот — падидаи атмосферӣ, ки бо вуҷуд доштани об дар атмосфера алоқаманд аст.
phenomenon;['гармигунҷоиш', 'гармиғунҷоиш'];Гармиғунҷоиш — миқдори гармие, ки ҷисм ҳангоми ба 1 дараҷа боло рафтани ҳарорат фурӯ мебарад. дақиқтараш гармиғунҷоиш бузургиест, ки ба нисбати миқдори гармии ба ҷисм додашаванда dQ ва тағйирёбии ҳарорати ҳамин ҷисм dT баробар мебошад: С = dQ/dT. Воҳиди гармиғунҷоиш дар Системаи байналмилалии воҳидҳо Ҷ/К аст.
phenomenon;['сиёҳмурдагӣ', 'гангрена', 'қонқориё'];Сиёҳмурдагӣ, қонқориё, гангрена
phenomenon;['ҳаёт'];Ҳаёт умр, зиндагӣ. муқобили мамот.
phenomenon;['оташфишонхезӣ', 'вулқонмонандӣ', 'вулканизм', 'вулқонизм'];Оташфишонхезӣ, вулканизм
phenomenon;['аллотропия'];Аллотропия — мавҷуд будани баъзе элементҳои химиявӣ дар ду ё чанд шакли моддаҳои содаи сохту хосияташон гуногун.
phenomenon;['гаструлятсия'];Гаструлятсия — раванди рушди бармаҳали ҷанини мавҷудоти серҳуҷайра, ки боиси пайдоиши пардаи дуқабата ва дар бештар мавридҳо пардаи сеқабатаи тани ҳайвонот мегардад.
phenomenon;['ассимилятсия'];АССИМИЛЯТСИЯ, анаболизм,дар биология қобилияти моддаҳои муҳити берунаро гирифта барои ҳаёт истифода кардани организм.
phenomenon;['адаптатсия'];Адаптатсия - мутобикшавии ҳайвон ва ё одам ба шароитҳои гуногуни ҳаёт
phenomenon;['оташ', 'аланга', 'алов', 'шӯъла'];Оташ барои пухтан ва сузонидан лозим буда хам барои безарар кардан ва хам барои несту нобуд кардвни микробхо хизмат мекунад.
phenomenon;['арақ кардан', 'арақ'];Арақ аз маводи химиявӣ ё бӯйдоре монанди - метили фанул ва тетра-метилифанул, ва ҳамчунин аз миқдори ками уреа ташкил шудааст.
phenomenon;['ашк', 'aшк', 'ашқ', 'сиришқ'];Ашк,маҳсули тарашшуҳи ғадуди ашк.Чашмро тар карда,аз вай ғубор ва бактерияҳоро шуста тоза мекунад.
phenomenon;['тухмипарварӣ', 'нешзании тухм', 'нешзанӣ', 'рушди тухм'];Тухмипарварӣ – фаъолият оид ба истеҳсол ё такрористеҳсол, коркард, сертификатсия, фурӯши тухмии рустаниҳо, инчунин оид ба бақайдгирии навъҳо ва назорати тухмӣ мебошад.
phenomenon;['эволютсия', 'такомул', 'татаввур', 'таҳаввул', 'фаргашт'];Эволютсия ё таҳаввул
phenomenon;['моеъ'];Моеъ — яке аз холатҳои агрератии моддаро гуянд.
phenomenon;['газ', 'гоз'];Газ
phenomenon;['ошуфтагӣ'];Ошуфтагӣ - дар динамики сайёлат, ошуфтагӣ
phenomenon;['моҳпарвин', 'хобгардӣ'];Хобгардӣ, моҳпарвин, сомнамбулизм
phenomenon;['асари гулхонаӣ'];Асари гулхонаӣ — ба таъсири мустақими газҳои гулхонаӣ дар атмосфераи рӯйи сатҳи он гуфта мешавад.
phenomenon;['борон'];Борон - боришоти атмосфера аст, ки аз абр дар шакли чакраҳои об мерезад.
physical-body;['комета', 'кометахо'];Кометаҳо чирмҳои Системаи офтоб, ки зохиран обектҳои туманшакл буда, ядрои мунир ва дум доранд.
physical-body;['бета-зарра', 'β-зарра'];Бета-зарра — электрон ва позитроне, ки ҳастаи атом ҳангоми бета-коҳиш меафканад.
physical-body;['подзарраҳо', 'антизарра', 'антизарраҳо'];Подзарраҳо, антизарраҳо
physical-body;['хромосома', 'хромасомаҳо'];Хромосома — сохтори мустақили ядро, ки думҳо ва сентромера дошта, аз ду хроматин иборат аст.
physical-body;['моҳ', 'моҳтоб'];Шаблон:Pp-semi-protected Шаблон:Pp-move-indef Шаблон:Use American English Моҳ — ягона ҳамрадифи табиии Замин аст, ки бар асари тобиши нури Хуршед медурахшад ва дар ҳар 29,5 шабонарӯз як бор ба гирди Замин мегардад.
physical-body;['сайёрак', 'астероид'];Сайёрак, астероид
physical-body;['коинот', 'гардун', 'гетӣ', 'дунё', 'кайҳон', 'каҳкашон', 'олам', 'ҷаҳон', 'кайхон'];Коинот, тамоми хастй, мачмуи хамаи шаклу намудҳои материяи мутахаррик.
physical-body;['радифҳои галилей'];Радифҳои Галилей гуфта 4 радифи бузургтарин муштариро меноманд, ки аз тарафи Галилео Галилей кашф карда шудаанд.
physical-body;['замин', 'терра', '⊕', '♁', '🌏', 'саёраи замин'];Зами́н — яке аз сайёраҳои манзумаи Офтоб. аз рӯи масофа то Офтоб сев­вумин ва аз рӯи ҳаҷм панҷумин сайёра дар миёни сай­ёраҳои манзумаи Офтоб.
physical-body;['европа', 'europa'];Европа
physical-body;['миррих', '♂', 'баҳром'];Миррих— чорум аз рӯи дуршавӣ аз Офтоб ва ҳафтум аз рӯи андоза сайёраи системаи офтоб мебошад.
physical-body;['ио', 'io'];Ио — яке аз радифҳои Галилейи Муштарӣ аст.
physical-body;['серера'];Серера
physical-body;['байтулҷавзо'];Байтулҷавзо
physical-body;['каллисто', 'callisto'];Каллисто — яке аз радифҳои Галилейи Муштарӣ аст.
physical-body;['уторид', 'тир', 'аторуд'];Уторид
physical-object;['протсессори марказӣ', 'воҳиди пардозиши марказӣ', 'пардозанда', 'протсессори маркази'];Протсессори марказӣ
physical-object;['бумеранг', 'bumerang'];Бумеранг
physical-object;['чойхона'];Чойхона — ин ҷоест, ки дар онҷо одамон чой менӯшанд.
physical-object;['оксбриҷ', 'oxbridge'];Оксбриҷ - Oxbridge номест, ки барои донишгоҳҳои Оксфорд ва Кембриҷ гузошта шудааст.
physical-object;['шабакаи компютерӣ'];Шабакаҳо.
physical-object;['принтер', 'чопгар'];Чопгар, принтер
physical-object;['ҳофиза', 'hdd'];Ҳофиза ё Диски сахт як намуди хотираи доимӣ мебошад, ки дар асосӣ сабти магнитӣ дар гирдаҳои махсус кор мекунад.
physical-object;['хотираи берунии компютер'];Хотираи беруна асосан барои интиқол додани информатсия аз як компютер ба компютери дигар истифода бурда мешаванд.
physical-object;['бурҷи бобул', 'бурҷи бабел'];Бурҷи Бобул сохтмони афсонавӣ аст, ки дар "Сифри пайдоиш" ба он ишора шудааст.
physical-object;['телекоммуникатсия', 'мухобирот'];Телекоммуникатсия – интиқол ва қабули ҳама гуна аломат, сигнал, тасвир ва овоз
physical-object;['шим', 'шалвор'];Шим - шум ин як намуди сару либос аст.
physical-object;['автомобил', 'худрав', 'мошин', 'мошини сабукрав'];Худрав, автомоби́л
physical-object;['чангак'];Чангак - оҳани сархамида, ки бо вай чизҳоро банд карда мегиранд. оҳани сартези махсус. қуллоб. оҳани сархамида барои овехтани чизе. чангаки гӯштовезӣ, чангаки лойкашӣ. оҳанчаи сархамида барои бастани дар. қисми оҳании шасти моҳигирӣ, ки сайд ба он гирифтор мешавад.
physical-object;['геликон'];Геликон
physical-object;['қаламдон'];Қаламдон қуттиест, ки дар он қалам, мӯйқалам ва дигар асбоби китобатро нигоҳ медоранд.
physical-object;['баритон'];Баритон — сози нафасии мундштукдори шабеҳи валторна, ки як октава пасттар аз труба садо медиҳад.
physical-object;['трумпет'];Трумпет
physical-object;['оғил', 'молхона'];Оғил, оғол — ҷоест, ки гов, гӯсфандон ва дигар чорпоёнро нигоҳ медоранд.
physical-object;['меҳмонхона'];Меҳмонхона, Otel - биноест, ки барои истиқомати муваққати мусофирон ва меҳмонон ҳуҷраҳо ва хонаҳо дорад.
physical-object;['сими нахӣ-оптикӣ'];Сими нахӣ-оптикӣ - кабел дар асоси нахи оптикӣ, ки барои интиқоли сигналҳои оптикӣ дар хатҳои алоқа, дар шакли фотонҳо бо суръати пасттари суръат рӯшноӣ бо сабаби ғайри хатари ҳаракат пешбинӣ шудааст.
physical-object;['таксӣ', 'такси', 'токсӣ'];Таксӣ
physical-object;['фил'];Фил — мӯҳраи шоҳмот мебошад.
physical-object;['асп'];Асп — муҳраи шатранҷ мебошад, ки дар оғози бозӣ дар катакҳои b1, g1 ва b8, g8 ҷойгир мешавад.
