abstract-region;['бином'];Бином, эки мүчө — алгебралык эки туюнтманын суммасы же айырмасы.
information-realization;['дуэт'];Дуэт
information-realization;['контрапункт'];Контрапункт – 1
information-realization;['месса', 'mecca'];Месса
information-realization;['кантата', 'оратория'];Кантата — солист, хор жана оркестр үчүн жазылган көп бөлүмдүү вокалдык-аспаптык чыгарма.Кантата салтанаттуу, кубанычтуу, лирикалык, кайгылуу жана баяндоо мүнөзүндө болот да, жарандык жана диний деп бөлүнөт.
information-realization;['кантата', 'оратория'];Оратория — драмалык сюжеттин негизинде хор жана жеке аткаруучулар үчүн жазылган музыкалык чоң чыгарма.
information-realization;['триптих'];Триптих – живопись чыгармасы.
information-realization;['перс живописи'];Перс живописи Арабдардын VII-VIII-кылымдарда персияны басып алууга чейин, перс империясынын тарыхы миңдеген жылдарды башынан өткөзгөн.
information-realization;['цитата'];Цитата — өз пикирин түшүндүрүү жана бекемдөө үчүн башка бир автордун чыгармасынан өтө чакан үзүндү же бирөөнүн кыска сөзүн пайдалануу.
information-realization;['ноктюрн'];Ноктюрн – музыкалык чыгармалардын түрү.
information-realization;['unix'];UNIX - көп колдонуучуну жана көп маселелүү режимди колдогон иштетүү системи.
information-realization;['бланк'];Бланк
information-realization;['колдонмо программалык жабдык', 'колдонмо', 'колдонмо программалык камсыздоо'];Колдонмо программалык жабдык, кыскасы колдонмо
information-realization;['грамматиканы текшерүү'];Грамматиканы текшерүү.
information-realization;['браузер', 'браузер, интернетте жетектөөчү'];Браузер
information-realization;['интернационал'];Республиканын официалдуу Символу болгон ыр -бул Гимн.
information-realization;['сценарий'];Сценарий
information-realization;['машина тили'];Машина тили — мазмуну менен эрежелерин ЭЭМдин аппараттык каражаттары ишке ашыруучу программалоонун формалдуу тили.
information-realization;['оперетта'];Оперетта
information-realization;['идиллия'];Идиллия "Манас" эпосунда көзгө урунтуктуу сүрөттөөлөрдүн катарына кирип, көркөм чыгармада адамдардын табияттын кучагында жөнөкөй, тынч эмгектенип, куунак өмүр өткөрүп жаткан бейгам турмушун көрсөтөт.
information-realization;['ыр'];Ыр– белгилүү бир ыргак менен айтылуучу, поэзиянын талабы менен түзүлгөн сөз тизмектери.
information-realization;['макро же макробуйрук'];Макро же макробуйрук
information-realization;['памфлет', 'брошюра'];Памфлет – сатиралык адабияттын кээ бир белгилүү адамдардын же партиялардын туура эмес тартиптерине карата өтө курч публицистикалык маанайда жазылган түрү.
information-realization;['виньетка'];Виньетка – китеп графикасында – декоративдик максаттагы анча чоң эмес композиция.
information-realization;['глобус'];Глобус-(лат.
information-realization;['катрен'];Катрен
information-realization;['менуэт'];Менуэт – француз эл бийи.
information-realization;['легенда'];Легенда — белгилүү тарыхый окуя же тарыхый адамдар жөнүндө кыскача баян.
information-realization;['акт'];Акт (лат.
information-realization;['аннотация'];Аннотация (лат.— макала) — кандайдыр бир китептин (адабий чыгарма, илимий изилдоо ж.
information-realization;['гемма'];Гемма – анча чоң эмес оймолонуп, чиймеленген рельефтик жана оюлуп жасалган сүрөттүү таш, к.
information-realization;['триллер'];Триллер – детективдик-жорук жанрдын бир түрү.
information-realization;['морзе коду'];Морзе коду, Морзе азбукасы – тегиз эмес телеграф коду. мында ар бир тамга же белги электр тогунун кыска элементардык берүүсүнөн жана үч эселенген узактыктагы элементардык берүүнүн комбинациялары түрүндө көрсөтүлөт.
information-realization;['скульптура'];Скульптура - - искусствонун нерсенин көлөмдүү элесин тартчу түрү.
information-realization;['додекафония'];Додекафония
information-realization;['сонет'];Сонет – он төрт саптан турган, көбүнчө а-б-б-а – а-б-б-а – в-в-г – д-г-д формасында уйкашкан, эки жолу төрт саптан жана эки жолу үч саптан түзүлгөн куплеттерден туруучу ыр формасы.
information-realization;['речитатив'];Речитатив — музыка өнөрүндөгү аваздык жанрларда колдонулуучу көркөм окууга жакын турган, эркин же так ритмдеги сабатмалуу речти обондоштуруу ыкмасынын бир түрү.
information-realization;['армян жазуусу'];Армян жазуусу — армян элинин жана чет өлкөлөрдө жашаган армяндар колдонгон жазуу.
information-realization;['иероглиф', 'иероглифтер теориясы'];Иероглиф - б.з.ч.
information-realization;['кат'];Кат – сөздү жазма элементтердин жардамы аркасында убакыт боюнча бекемдөөнү жана аны мейкиндик боюнча алыскы аралыкка берүүнү мүмкүн кылган белгилер системасы.
information-realization;['чек'];Чек (англ.
information-realization;['сырдык сөз', 'сырдык сөздөр'];Сырдык сөздөр - морфологиялык жактан өзүнүн өзгөрбөстүк, бөлүнбөстүк абалын толук сактап, синтаксистик жагынан башка сөздөр менен байланышпай обочолонуп туруу аркылуу, сүйлөмдүн жалпы мазмуну менен маани жана интонациялык жактан ажырагыс байланышта туруп, адамдын окуя, затка, нерсеге карата болгон ички ой-сезимин, туюмун, эрктик жана турмуш-салттык мамилесин билдирет.
information-realization;['абстракционизм', 'абстракттуу искусство'];Абстракционизм
information-realization;['эссе'];Эссе – адабий жанр, очерктин өзгөчө бир түрү, анда жазуучунун турмуш көрүнүштөрүнөн жаралган ой жүгүртүүлөрү, кыялы берилет.
information-realization;['музыка'];Музыка - дүйнөнү үн жана көркөм образдарда чагылдырган искусствонун бир түрү.
information-realization;['бий'];Бий — уруу башчысынын мансап наамы же даражасы.
information-realization;['электрография'];Электрогра́фия - тонерди көчүрүү үчүн электр дүрмөтүн колдонгон репрография методу.
information-realization;['хокку', 'хайку', 'haiku'];== Хоккунун тарыхы == Хокку, же хайку – япон поэзиясындагы үч саптуу, уйкашпаган, лирикалык чакан ыр.
information-realization;['рецензия'];Рецензия — көркөм чыгарманын, спектакльдердин, кинофильмдердин, илимий эмгектердин идеялык-көркөмдүк салмагын талдоого алган адабий сын мүнөзүндөгү макалалар.
information-realization;['факсимиле'];Факсимиле — фотография жана басма каражаттар аркылуу ар кандай графикалык түп нусканын дал өзүндөй жасалган көчүрмөсү.
information-realization;['калька', 'калька лексикологияда'];Ка́лька
information-realization;['эвфемизм'];Эвфемизм
information-realization;['dos'];IBM компьютерлери менен бирге жеке компьютерлер үчүн 1980-жылы иштелип чыккан айрым маселелерди башкаруучу иштетүү системине кирет.
information-realization;['сценарий'];Сценарий
information-realization;['текстология'];Текстология — адабият таануунун кошумча бөлүгү болуп, көркөм адабий чыгармалардын тексттери менен ар кандай максатта иш жүргүзөт.Биринчиден, автору белгисиз чыгармаларды иликтеп, автору ким экендигин табат, экинчиден, бул же тигил чыгарманын жазылыш тарыхын аныктайт, үчүнчүдөн, кол жазманы караштырып, айрым кыскартуулар киргизет жана, эң негизгиси, текстти басмага даярдап, окурмандарга сунуш кылат.
information-realization;['адабият'];Адабият деген эмне?
information-realization;['саймачылык'];Элдик көркөм кол өнөрчүлүктүн бир түрү.
information-realization;['кол жазма'];Кол жазма — кандайдыр бир тексттин кол менен жазылган же машинка менен көчүрүлгөн, басмаканада терилсе да К. ж.
information-realization;['упанишаддар'];Упанишаддар – Веданын бөлүмдөрүнүн бири, байыркы Индиядагы ведалык гимндерге диндик-философиялык комментарийлер.
information-realization;['конституция'];Конституция, башмыйзам – өлкөнүн негизги мыйзамы, мамлекеттин өзгөчө укуктук документи.
information-realization;['гипертекст'];Гипертекст деп текстти камтыган жана башка документтер менен гипербайланышта болгон документ аталат.
information-realization;['гризайль', 'grisaille'];Гризайль – 1
information-realization;['полифония'];Полифония
information-realization;['поп-музыка'];Поп-музыка – 20-кылымда пайда болгон көңүл ачууга багытталган эстрадалык музыканын жалпы аталышы.
information-realization;['полька', 'polka'];Полька – чехтердин элдик бийи.
information-realization;['дипломатия'];Дипломатия – белгилүү бир мамлекеттин тышкы саясатына байланышкан милдеттерин, максатын жүзөгө ашыруу үчүн өкмөт башчысы же атайын органдар жүргүзгөн саясат.
information-realization;['абзац'];АБЗАЦ – текстте бүткөн бир ойду бере турган логикалык бөлүмдүн жаңы жолдон башталышы.
information-realization;['строфа'];Строфа – (гр.
information-realization;['опера-буффа', 'opera buffa'];Опера-буффа
information-realization;['график'];График.
information-realization;['коллаж'];Коллаж — искусстводогу техникалык ыкма— кандайдыр бир материалга андан өңү жана фактурасы боюнча айырмалануучу материалды жабыштыруу. бул ыкма менен жасалган чыгарма да Коллаж деп аталат.
information-realization;['абсурд театры'];Абсурд театры - Батыш Европанын театрындагы, драматургиядагы агым.
information-realization;['авеста', 'avestā'];«Авеста» – б. з. ч.
information-realization;['куран'];Куран (араб.
information-realization;['талмуд'];Талмуд – б. д. ч.
information-realization;['камералык музыка'];Камералык музыка — аткаруучулардын чакан тобу чакан жайда аткарууга арналган аспаптык же вокалдык чыгарма.
information-realization;['дикция'];Дикция – сүйлөө, сөздү айтуу кырааты.
information-realization;['полиграфия'];Полиграфия
information-realization;['жаңы осуят'];Инжилде 27 китеп ар түрдүү убактарда жана жерлерде ар кандай жазуучуларынын жазылган.
information-realization;['«марсельеза»'];«Марсельеза» – француздук революциялык ыр. Франциянын мамлекеттик гимни.
information-realization;['кылмыш-жаза кодекси (к-жк'];Кылмыш-жаза кодекси – тутумдаштырылган мыйзам актысы. коомчулукка коркунуч туудурган кандай жосундар кылмышка жатарын аныктайт, аларга карата жазаны, ошондой эле дагы башка жазык-укуктук чараларды белгилейт.
information-realization;['шедевр'];Шедевр — искусствонун, адабияттын эң мыкты ийгилиги болуп саналган, өтө жогорку деңгээлге жеткире иштелген эң көрүнүктүү чыгарма.
information-realization;['игорь стравинский', 'стравинский игорь фёдорович'];Стравинский Игорь Фёдорович - орус композитору, дирижёр.
information-realization;['кайырма'];Кайырма – обонго кошулуп ырдалуучу ырдын ар бир куплетинен кийин улам кайталанып туруучу ыр саптары.
information-realization;['опцион'];Опцион
information-realization;['библия'];Библия – 1500 жыл аралыгында 40ка жакын адам тарабынан Кудайдын Рухунун жетеги менен жазылган китеп.
information-realization;['либретто'];Либретто
information-realization;['документ'];Документ
intentional-collective;['дадаизм'];Дадаизм
intentional-collective;['коом'];Коом – кеңири маанисинде адамдардын биргелешкен ишмердүүлүгүнүн тарыхый калыптанган формаларынын жыйындысы.
intentional-collective;['авангардизм'];Авангардизм
intentional-collective;['крит-микен маданияты'];Крит-микен маданияты – б. з. ч.
intentional-collective;['трайбализм'];Трайбализм, трибализм
language;['программалоо тили'];Программалоо тили (англ.
language;['обжектке багытталган программалоо'];Обжектке багытталган программалоо
language;['балтика тилдери'];Балтика тилдери индоевропа тилдеринин тобу.
language;['кельт тилдери'];Кельт тилдери – инди-европа семьясындагы тилдер.
language;['блок-схем', 'блок-схема'];Блок-схема маселени чыгаруу чечимдин алгоритмин график түрүндө көрсөтүүчү долбоорлоо аспабы.
language;['монгол тили', 'моңгол тили'];Монгол тили – монголдордун тили, Монголиянын мамлекеттик тили.
language;['майя тилдери'];Майя тилдери - индей тилдеринин уясы.
language;['банту тилдери'];Банту тилдери бенуэ-конгол тил тобу. Африканын борбордук жана түштүк аймагында жашаган банту элдеринин тили.
language;['финн-угор тилдери'];Финн-угор тилдери, угор-финн тилдери - урал тил уясына кирген тилдердин тобу.
language;['карел тили'];Карел тили – карелдердин тили.
language;['lisp', 'lisp программалоо тили.'];Lisp, Лисп
language;['си', 'c', 'си программалоо тили'];Си программалоо тили.
language;['койне', 'koinê'];Койне — жалпы грек тили.
language;['кушит тилдери'];Кушит тилдери — Африканын чыгыш жана түндүк-чыгышындагы семит-хамит уясына кирген тилдердин тобу.
language;['алтай тилдери'];Алтай тилдери - түрк, монгол, тунгус-манчжур жана япон, корей тилдеринин генетикалык жакындыгы бар деген түшүнүктү билдирген шарттуу термин.
language;['дравид тилдери'];Дравид тилдери - көбүнчө Индияда тараган.
language;['осетин тили'];Осетин тили – осетиндердин тили. Түндүк жана Түштүк Осетия республикаларында жашаган элдер сүйлөйт.
language;['pascal', 'pascal (паскал) программалоо тили', 'паскаль программалоо тили'];1960-жылдын аягында Никлаус Вирт аттуу швейцариялык окумуштуу тарабынан иштелип чыккан жана ал программалоонун структура концепциясын студенттерге окутуу максатын көздөгөн.
language;['грузин тили'];Грузин тили — картвел тобундагы тил, Грузиянын мамлекеттик тили.
language;['норвег тили'];Норвег тили – норвегдердин тили.
language;['дания тили', 'da', 'dan'];Дания тили, дан тили — Даниянын расмий тили.
language;['исланд тили'];Исланд тили - исланддардын тили, герман тилдериндеги скандинавия тобунун батыш Скандинавия бөлүгүнө кирет.
language;['швед тили'];Швед тили - шведдердин тили. Швециянын мамлекеттик тили жана Финляндиянын экинчи мамлекеттик тили.
language;['суроо'];Суроо – белгисиз жана айкындоого тийиштүү кандайдыр бир абалдын, маселенин элементтерин айкындоо үчүн айтылган сөз.
language;['болгар тили'];Болгар тили болгарлардын тили.
language;['түрк тилдериниң жакындыгы', 'түрк тилдери', 'түркий тилдери'];Түркий тилдери — генетикалык жана типологиялык жалпы белгилер менен мүнөздөлгөн жакын тектеш тилдердин тобу.
language;['тил'];Тил – адамдардын байланыш каражаты катары кызмат кылган белгилердин системасы.
language;['анадолу түркчөсү', 'түрк тили'];Түркчө.
language;['санскрит'];Санскрит - инди-европа тил уясындагы байыркы инди жазма тилдеринин бири.
language;['пижин'];Пижин – пикир алышууну камсыз кылуу максатында түрдүү тилдердин ортосунан чыккан жаңы, жасалма, аралаш тилдердин жалпы аты.
language;['англис тили', 'аңглиз тили', 'аңглис тили'];Англис тили Англияда булақтанқан Индо-Европалық, батыш германдық тилдердердин бири.
language;['латын тили'];Латын тили-
language;['дард тилдери'];Дард тилдери – Афганистандын түндүк-чыгышында, Пакистан менен Индиянын чектеш аймактарына тараган тилдердин тобу.
language;['индей тилдери'];Индей тилдери – Америка аборигендеринин тили.
language;['кытай тили'];Кытай тили — кытайлардын тили. КЭРдин расмий тили.
language;['cobol', 'cobol программалоо тили'];Жалпысынан бизнеске багытталган тил.
language;['корей тили'];Корей тили — корейлердин тили.
language;['египет тили'];Египет тили – байыркы египеттиктердин тили.
language;['жөөт тили', 'еврей тили'];Жөөт тили - жөөттөрдүн тили.
language;['ирланд тили'];Ирланд тили – ирланддардын тили.
language;['сомали тили'];Сомали тили
language;['индо-европалык тилдер', 'инди-европа тилдери', 'индевропа тилдери', 'индоевропа тилдери'];Инди-европа тилдери, Индевропа тилдери - дүйнө жүзүндө эң кеңири таралган тилдердин бүлөөсү.
language;['эскимос-алеут тилдери'];Эскимос-алеут тилдери - тилдердин обочолонгон тобу. эски алеут тилдерин камтыйт.
language;['роман тилдери'];Роман тилдери
language;['грек тили'];Грек тили Индо-европалык тилдердин бири.
language;['армян тили'];Армян тили — Армениянын расмий тили.
language;['иран тилдери'];Иран тилдери – инди-европа тил уясынын инди-иран бутагына кирген тилдер тобу.
language;['хинди тили', 'хинди'];Хинди — бир инд-арий тили болуп саналат санскрит алынган жана индейлердин 70% га айтып, айрыкча түндүк, Борбордук жана Батыш Индия.
language;['бирма тили'];Бирма тили — тибет-бирма тилдеринин бири.
language;['эстон тили'];Эстон тили - эстондордун тили жана Эстонияда гана колдонулат.
language;['саам тили', 'финн тили'];Саам тили — финндердин тили, саам-мажар бүлөсүнүн балтик-саам тобуна кирген тил.
language;['венгр тили', 'мажар тили', 'венгрче'];Мажар тили — мажарлардын тили, Мажарстандын мамлекеттик тили.
language;['латыш тили'];Латыш тили – латыштардын тили.
language;['урдуча', 'urdû'];Урдуча, Түштүк Азиядагы айткан негизги тилдердин биринин аты.
language;['непал тили'];Непал тили, непали, гурк хали, кхаскура – непалдыктардын тили.
language;['испан тили'];Испан тили – Испандардын жана Латын Америкасындагы көпчүлүк элдердин тили.
language;['араб тили'];Араб тили Азия-Африка тилдеринин семит тобуна кирет.
language;['поляк тили'];Поляк тили - Польша Республикасынын расмий тили.
language;['словак тили'];Словак тили - негизинен Словакияда жашаган словактардын тили.
language;['украин тили'];Украин тили.
language;['орус тили', 'орус', 'орусча', 'русский язык'];Орус тили — түштүк славян тилдеринин бири, орус элинин улуттук тили.
language;['немис тили', 'deutsch'];Немис тили, немец тили – немистердин, австриялыктардын жана швейцариялыктардын бир бөлүгүнүн тили.
language;['нидерланд тили', 'голланд тили'];Нидерланд тили, голланд тили – голланддардын тили, Индерланддын мамлекеттик тили. Бельгиядагы расмий үч тилдин бири.
legal-possession-entity;['акциз'];Акциз
legal-possession-entity;['пассивдер'];Пассивдер – кредитордук карыздары менен кошо, зайымдык жана тартылган каражаттардан турган милдеттенме.
locative-role;['орландо', 'orlando'];Орландо – АКШнын Түштүкчыгышындагы шаар.
locative-role;['брауншвейг', 'braunschweig'];Брауншвейг (нем.
locative-role;['флоренция'];Флоренция (итал.
locative-role;['киото'];Киото — Япониядагы шаар.
locative-role;['каунас', 'kaunas'];Каунас, Литва
locative-role;['мандалай', 'mandalay'];Мандалай, Мандале – Мьянма мамлекетиндеги шаар.
locative-role;['лоян шаары', 'luoyang'];Лоян шаары – Кытайдын байыркы борбору.
locative-role;['нанкин'];Нанкин - Чыгыш Кытайдагы шаар.
locative-role;['бандунг шаары', 'bandung'];Бандунг шаары - Индонезиядагы шаар.
locative-role;['дели', 'дели шаары', 'délhi'];Дели – Индиянын борбор шаары.
locative-role;['сиоукс сити', 'sioux city'];Сиоукс Сити (Айова) (англ.
locative-role;['харьков'];Харьков- Украинадагы шаар.
locative-role;['брюгге', 'brügge'];Брюгге – Бельгиянын Түндүк-батышындагы шаар.
locative-role;['кум шаары', 'кум шаары, иран', 'qom'];Кум шаары, Иран, Кум, Гом — Ирандын борбордук бөлүгүндөгү шаар.
locative-role;['эдирне'];Эдирне
locative-role;['севастополь'];Севастополь — Украинадагы шаар.
locative-role;['хошимин'];Донгхой, Сайго́н Борбор калаасы Вьетнам Социалисттик Республикасы
locative-role;['марсель'];Марсель – Франциянын түштүгүндөгү шаар.
locative-role;['ницца'];Ницца – Франциянын түштүк-чыгышындагы порт шаар.
locative-role;['лейпциг', 'leipzig'];Лейпциг, Лайпциг – Германиянын батышындагы шаар.
locative-role;['нүрнберг', 'нюрнберг'];Нүрнберг
locative-role;['пусан', 'busán'];Пусан – Корея Республикасындагы шаар жана ири порт.
locative-role;['лос-анжелес шаары', 'лос-анжелес'];Лос-Анжелес шаары – АКШнын түштүгүндөгү ири порт шаар.
locative-role;['нагасаки', 'nagasaki'];Нагасаки – Япониядагы шаар.
locative-role;['штутгарт', 'stuttgart'];Штутгарт (нем.
locative-role;['питсбург', 'pittsburgh'];Питсбург – АКШнын түндүк-чыгышындагы шаар.
locative-role;['вроцлав'];Вроцлав
locative-role;['женева'];Жене́ва — Швейцариянын батышында жайгашкан шаар.
locative-role;['омск', 'omsk'];Омск – Россиядагы ири шаар.
locative-role;['пермь', 'perm'];Пермь – Россия Федерациясындагы шаар.
locative-role;['волгоград'];Волгоград – Россия Федерациясындагы шаар, Волгоград облусунун административдик борбору.
locative-role;['санкт-петербург', 'ленинград', 'петербург', 'петроград'];Санкт-Петербург — Орусиянын түндүк-батышында жайгашкан шаар, Ленинград областынын борбору.
locative-role;['верона', 'verona'];Верона - Түндүк Италиядагы шаар.
locative-role;['эссен', 'essen'];Эссен (нем.
locative-role;['меке'];Меке – Аравия жарым аралындагы Хижаз өрөөнүндөгү шаар.
locative-role;['ханчжоу', 'hángzhōu'];Ханчжоу — Кытайдын чыгышындагы шаар.
locative-role;['ресифи'];Ресифи, Пернамбуку – Бразилиянын түндүк-чыгышындагы шаар.
locative-role;['гданьск'];Гданьск - Польшадагы шаар.
locative-role;['вюрцбург', 'wurzburg'];Калып:Елді мекен Вюрцбург
locative-role;['орлеан', 'orlèans'];Орлеан – Франциянын эң ири шаарларынын бири.
locative-role;['хиросима', 'хирошима', 'hiroshima'];Хирошима - Япониядагы шаар.
locative-role;['кёльн', 'көльн'];Көльн (нем.
locative-role;['монако'];Монако, Монако Княздыгы – Европанын түштүгүндө жайгашкан мамлекет.
locative-role;['византия империясы', 'византия'];Византия, Византия империясы, Чыгыш Рим империясы - 395-1453-ж.
locative-role;['мохаве'];Мохаве – АКШнын түштүк-батышындагы чөл. Чоң Бассейндин бир бөлүгү.
locative-role;['гоби'];Гоби - – Борбордук Азиянын түндүк жана түндүк-чыгышындагы чөлдүү, жарым чөлдүү аймак.
locative-role;['намиб'];Намиб - Намибиядагы чөл, океан жээгинде.
locative-role;['атакама'];Атакама - Чилинин түндүгүндөгү чөл.
locative-role;['калахари', 'kalahari'];Калахари – Түштүк Африканын борбордук бөлүгүндөгү табигый аймак. негизинен Ботсвананын, ошондой эле Ангола, Замбия, Намибия, Зимбабве жана ТАРдын аймактарында.
locative-role;['арап чөлү', 'араб чөлү'];Арап чөлү - Сахара чөлүнүн түндүк-чыгыш бөлүгү.
locative-role;['оазис'];Оазис
locative-role;['жайыт', 'жайлоо'];Жайыт – мал жаюуга пайдаланылуучу от жер.
locative-role;['саванна'];Африканын ачуу тийген күнүнөн бозоргон талаа алыстагы көгөргөн тоонун этегине чейин созулуп жатат.
locative-role;['пруссия'];Пруссия — согушчул-колониячыл, милитаристтик жана реакциячыл немец мамлекети.
locative-role;['бретань'];Бретань – Франциянын батышындагы жарым арал, Бискайя булуңу, Ла-Манш кысыгы, Атлантика океаны менен чулганат.
locative-role;['нормандия'];Нормандия – Франциянын Түндүк-батышындагы тарыхый аймак.
locative-role;['веймар', 'weimar'];Веймар (нем.
locative-role;['франкфурт'];Франкфурт же Майнадағы-Франкфурт (нем.
locative-role;['перл-харбор', 'пёрл-харбор', 'pearl harbor'];Пёрл-Харбор – АКШнын Оаху аралынын түштүк жээгиндеги булуңда жана Гонолулудан батыш тарапты көздөй 10 км аралыкта жайгашкан аскер-деңиз базасы.
locative-role;['сербия', 'serbia', 'србија'];Сербия, Сербия Республикасы
locative-role;['тюрингия'];Тюрингия — Германия жери.
locative-role;['пенжаб'];Пенжаб, Панжаб – Түштүк Азиядагы тарыхый-географиялык облус.
locative-role;['ливерпул шаары', 'líverpool'];Ливерпул шаары, Ливерпуль – Улуу Британиядагы шаар.
locative-role;['кингстон-апон-халл', 'kingston upon hull'];Кингстон-Апон-Халл, Xалл, Гулль —Улуу Британиянын чыгыш бөлүгүндөгү шаар, Англияда. унитардык түзүлүш статусуна ээ.
locative-role;['кавказ'];Кавказ – Кара, Азов жана Каспий деңиздеринин аралыгында жайгашкан табигый аймак.
locative-role;['пуату', 'poitou-charentes'];Пуату
locative-role;['рур көмүр бассейни'];Рур көмүр бассейни, Төмөнкү Рейн-Вестфалия көмүр бассейни – Батыш Европадагы ири таш көмүр бассейни.
locative-role;['тяньцзинь'];Тяньцзинь - Кытайдын түндүк-чыгышындагы шаар.
locative-role;['йосемити улуттук паркы'];Йосемити улуттук паркы - Сьерра-Невада тоолорунда.
locative-role;['канкун', 'cancún'];Канкун — Мексикадагы шаар.
locative-role;['канн', 'cannes', 'канн шаары'];Канн, Канны – Франциядагы шаар.
locative-role;['ганновер', 'hannover'];Ганновер - Германиянын түндүгүндөгү шаар.
locative-role;['дубровник', 'dubrovnik'];Дубровник - Хорватиядагы порт, шаар.
locative-role;['бордо', 'bordeaux'];Бордо — Франциянын түштүк-батышындагы шаар.
locative-role;['антверпен'];Антверпен, Анвер
locative-role;['оран', 'oran'];Оран – Алжирдин түндүк-батышындагы порт шаар.
locative-role;['гётеборг'];Гётеборг, Йетеборг Швециянын түштүкбатышындагы шаар.
locative-role;['манжурия', 'манжурия, энциклопедия'];Манжурия, Манас эпосу боюнча эпикалык душман элдердин биринин өлкөсү.
locative-role;['андалусия'];Андалусия - Испаниянын түштүгүндөгү тарыхый облус.
locative-role;['пикардия', 'picardië'];Пикардия – Франциянын түндүгүндөгү тарыхый облус жана экономикалык район.
locative-role;['индокытай', 'индикытай'];Индокытай — Азиянын түштүк-чыгышындагы жарым арал.
locative-role;['колхида ойдуңу'];Колхида ойдуңу, Риони ойдуңу Грузиянын батышында.
locative-role;['хинтерланд', 'hinterland'];Хинтерланд - бул "артындагы жер" дегенди билдирген немис сөзү.
locative-role;['литва'];Литва, Литва Республикасы – Чыгыш Европадагы мамлекет.
locative-role;['блэкпул шаары', 'blackpool'];Блэкпул шаары - Улуу Британиядагы шаар.
locative-role;['генуя'];Генуя — Түндүк Италиядагы шаар.
locative-role;['владивосток', 'vladivostok'];Владивосток – Россия Федерациясындагы ири шаарлардын бири. Приморье крайынын административдик борбору.
locative-role;['ростов-на-дону', 'дондогу ростов'];Ростов-на-Дону – Россиядагы шаар.
locative-role;['жара кесилиш'];Жара кесилиш (орус.
locative-role;['айыл', 'деревня', 'кыштак'];Айыл – көчмөн турмушка ылайыкташтырылган социалдык, аймактык бирикменин түрү.
locative-role;['улуттук парк'];Улуттук парк - жаратылышы бузулууга азыраак дуушарланган, уникалдуу табигый ж. б.
locative-role;['көрүстөн', 'некрополь', 'мазар'];Көрүстөн, кабырстан – маркумдун сөөгүн коюу үчүн бөлүнгөн атайын жай.
locative-role;['прерия'];Прерия - Түндүк Америкадагы ксерофиттик өсүмдүктөргө бай талаа.
locative-role;['лаборатория'];Лаборатория
locative-role;['тебриз', 'tabriz'];Тебриз, Тавриз – Ирандын түндүк-батышындагы шаар, Урмия көлүнүн жээгинде.
locative-role;['аргос', 'argos'];Аргос — Пелопоннес аралынын түндүк-чыгышындагы байыркы шаар.
locative-role;['микены'];Микены – Арголиддеги байыркы шаар, Эгей маданиятынын ири борбору.
locative-role;['асуан'];Асуан - Египеттин түштүк-чыгышындагы шаар.
locative-role;['гиза', 'giza'];Гиза – Египеттеги шаар.
locative-role;['вавилония'];Вавилония- Байыркы Чыгыш мамлекети.
locative-role;['галлия'];Галлия
locative-role;['ваттар'];Ваттар деңиз ташкыны болгондо суу каптап, тартылганда кайра ачылып калган жайык жээк тилкеси. ага майда кумдун жана тунманын топтолушунан пайда болгон аккумуляциялык формалар мүнөздүү.
locative-role;['чөл'];Чөл – өсүмдүк өсүүгө шарты катаал аймактарда нымдын же жылуулуктун жетишсиздигинен пайда болгон ландшафттын тиби.
locative-role;['нубия чөлү'];Нубия чөлү - Африкада, басымдуу бөлүгү Судандын аймагында.
locative-role;['лотарингия'];Лотарингия – Франциянын түндүк-чыгышында Мозель дарыясынын алабындагы тарыхый аймак.
locative-role;['краков', 'краков шаары'];Кра́ков — Польшада жайгашкан Варшавадан кийинки чоң шаар.
locative-role;['донецк'];Донецк - Украинадагы шаар.
locative-role;['нижний новгород'];Нижний Новгород - Орусиянын Волганын шаары.
locative-role;['дүсселдорф', 'dússeldorf', 'дюссельдорф'];Дүсселдорф (нем.
locative-role;['дон көмүр бассейни'];Дон көмүр бассейни, Донбасс – Украинадагы жана Россиянын европалык бөлүгүндөгү таш көмүрдүн ири кендери жайгашкан аймак.
locative-role;['осака', 'ôsaka'];Осака, Нанива – Япониядагы шаар.
locative-role;['мартиника'];Мартиника – Франциянын «деңиздеги алыскы департаменти» жана региону.
locative-role;['муниципалитет'];Муниципалитет (Немисче.
locative-role;['помпей'];Помпей – Италиянын түштүгүндөгү шаар.
locative-role;['убакыт аралыгы', 'time zone'];Убакыт аралыгынын эки негизги түшүнүктөрү бар: Географиялык убакыт аралыгы — жердин бетинин туурасы 15°ка туура келген шарттуу тилкеси Гринвич меридианы - убакыт аралыгынын орточо нөлдүк меридианы болуп эсептелинет.
locative-role;['велд', 'veld'];Велд - Түштүк Африкадагы ксерофиттүү кылкан өсүмдүктөрү жана бадалдар менен капталган түзөң же дөбө-дөңсөөлүү жерлер. мисалы, Бийик Велд.
locative-role;['британ империясы'];Британ империясы – Улуу Британиянын жана анын колониялык ээликтеринин жалпысынан аталышы.
locative-role;['чикаго', 'chicago'];Чикаго - АКШнын ири шаарларынын бири.
locative-role;['миннеаполис', 'minneapolis'];Миннеаполис (Миннесота) (англ.
locative-role;['мемфис', 'memphis'];Мемфис – АКШнын чыгыш бөлүгүндөгү шаар.
locative-role;['индустан', 'hindustan'];Индустан - Азиянын түштүгүндө орун алган мамлекет жана ошондой эле ал жайгашкан жарым аралдын аталышы.
